Module 001 Port2 FD-H20 Instantaneous flow rate,Module 001 Port3 FD-H32 Instantaneous flow rate,Module 002 Port1 FD-H20 Instantaneous flow rate,Module 003 Port3 FD-H32 Instantaneous flow rate
76,235,83,1723
75,234,84,1875
75,234,84,1997
75,236,84,2080
76,236,84,2129
75,233,83,2174
75,234,84,2209
76,234,84,2227
76,231,83,2264
76,232,84,1749
76,230,84,1273
76,229,84,924
76,231,84,627
76,233,84,454
75,233,84,308
76,232,84,209
76,232,83,151
76,232,83,116
76,234,84,0
76,236,85,0
77,238,86,0
78,240,86,0
78,240,86,0
78,242,86,0
79,241,88,0
79,241,88,0
78,244,88,0
78,245,87,0
77,244,86,0
77,243,86,0
76,243,86,0
76,240,85,0
76,237,85,0
76,239,85,0
76,238,85,0
76,238,84,0
76,237,84,0
76,234,84,0
76,231,84,0
76,232,84,694
76,232,83,1121
76,232,83,1472
76,232,83,1654
76,232,83,1855
75,235,84,1969
75,233,83,2069
75,234,83,2143
75,231,83,2173
75,232,83,2217
75,231,83,2247
74,230,84,2263
73,229,84,2295
73,229,83,1666
73,227,83,1196
73,227,83,917
73,229,83,610
73,229,82,410
73,228,82,298
73,226,82,204
73,229,82,146
74,228,83,0
74,228,83,0
75,229,84,0
74,231,84,0
74,231,84,0
74,233,83,0
74,233,83,0
75,231,83,0
75,230,83,0
75,233,84,0
76,229,83,0
75,228,83,0
75,228,83,0
76,231,83,0
75,232,84,0
74,223,83,0
71,217,79,0
69,213,77,0
67,210,76,0
65,209,75,253
64,208,75,797
63,205,74,1184
63,203,74,1534
62,202,73,1729
61,200,72,1891
60,200,73,1989
60,200,72,2065
60,201,72,2114
60,201,72,2170
60,198,72,2202
59,197,72,2231
60,195,71,2245
60,199,71,2255
60,199,71,2150
59,200,71,1474
59,197,71,1075
59,196,71,735
59,194,71,534
59,196,71,364
60,197,71,285
59,196,72,195
59,197,72,144
59,195,72,0
59,197,72,0
59,196,72,0
59,195,71,0
59,193,71,0
58,192,71,0
59,195,71,0
58,192,72,0
57,193,72,0
58,195,71,0
58,194,71,0
58,194,71,0
58,193,70,0
58,195,70,0
58,193,70,0
58,191,70,0
58,191,70,0
58,193,70,0
58,193,70,0
58,192,70,0
58,192,71,188
58,191,71,867
58,192,71,1334
58,194,71,1597
59,194,71,1822
59,195,71,1927
58,193,70,2029
59,193,70,2106
58,193,70,2159
58,193,70,2196
58,194,71,2223
58,193,70,2257
57,195,71,2257
57,197,71,2257
57,196,70,1740
57,196,70,1175
57,194,70,847
57,196,70,574
57,193,70,414
57,194,70,297
59,199,73,200
61,205,74,135
64,207,76,0
65,208,77,0
66,211,78,0
67,215,79,0
68,216,80,0
68,216,80,0
69,215,80,0
69,218,80,0
69,220,80,0
69,220,80,0
70,223,81,0
71,224,81,0
71,223,80,0
71,225,81,0
71,225,80,0
72,224,81,0
72,224,80,0
71,223,80,0
71,223,80,200
70,220,80,856
70,220,80,1246
70,221,80,1574
70,220,80,1732
70,223,81,1903
70,224,80,1991
70,224,81,2080
70,221,81,2129
70,220,81,2181
71,223,81,2211
71,222,81,2241
71,221,80,2240
71,221,80,1862
71,222,80,1439
70,225,81,979
70,226,81,706
71,228,82,478
71,229,82,344
72,229,83,233
72,226,83,181
72,229,83,123
72,228,84,0
72,225,83,0
72,226,83,0
71,224,82,0
71,223,82,0
71,222,82,0
72,221,82,0
72,220,81,0
72,223,80,0
72,222,81,0
72,221,81,0
72,225,82,0
72,227,83,0
71,226,82,0
72,227,83,0
72,227,83,0
72,224,82,0
72,222,82,0
72,223,82,265
72,221,82,900
72,222,81,1221
72,221,82,1523
72,223,82,1757
72,222,82,1909
72,221,82,2026
72,222,82,2098
71,223,82,2161
71,220,82,2194
72,223,84,2226
73,225,84,2231
74,225,85,1977
75,227,85,1430
76,231,85,964
76,233,85,693
75,230,84,468
74,230,83,361
73,227,83,244
72,228,83,175
72,225,84,118
72,222,82,0
71,223,82,0
70,220,81,0
70,223,81,0
71,226,81,0
72,230,83,0
73,230,84,0
75,232,86,0
76,232,86,0
77,237,86,0
78,239,86,0
78,240,87,0
80,241,88,0
80,246,90,0
81,249,90,0
82,251,92,0
82,251,91,0
83,250,92,0
83,252,92,0
82,254,91,0
83,252,93,0
83,252,92,475
83,248,92,1015
82,245,92,1479
82,246,91,1708
82,248,91,1949
82,245,90,2087
81,245,90,2198
81,248,90,2252
81,246,90,2303
82,247,90,2325
81,247,90,2360
82,249,91,2361
82,251,91,2393
82,249,91,1825
82,248,90,1238
82,247,90,899
82,247,91,610
82,247,91,472
82,246,90,319
82,246,90,229
82,246,91,165
82,246,91,112
81,250,91,0
82,249,91,0
82,251,92,0
83,254,93,0
85,255,93,0
84,256,93,0
85,258,93,0
86,256,94,0
86,256,94,0
87,258,94,0
86,257,94,0
86,258,94,0
85,259,93,0
85,256,93,0
85,255,93,0
85,254,94,0
85,256,94,0
85,255,93,0
85,257,94,0
86,256,94,0
86,256,94,136
86,257,94,752
86,260,94,1277
86,263,95,1561
87,261,95,1808
87,262,95,1960
87,263,95,2059
87,264,95,2136
87,261,95,2216
87,261,95,2260
88,264,95,2295
88,261,95,2295
88,260,94,2311
88,259,94,1836
87,259,94,1325
87,259,95,961
87,260,94,655
87,258,94,471
88,259,94,313
88,260,94,238
88,264,94,156
88,267,94,109
88,268,95,0
88,266,95,0
89,267,95,0
89,265,95,0
89,267,96,0
89,266,96,0
89,267,96,0
89,269,96,0
90,266,95,0
89,266,95,0
89,266,96,0
89,266,95,0
89,266,96,0
89,261,95,0
89,262,95,0
89,263,94,0
89,263,95,0
90,262,95,0
89,262,95,218
90,261,96,809
89,264,95,1321
90,264,95,1612
89,265,96,1864
89,262,96,1989
88,260,96,2140
88,264,96,2211
89,262,95,2281
89,260,95,2336
89,260,95,2370
89,259,95,2385
88,259,95,2232
89,262,95,1610
88,260,95,1241
89,259,96,837
88,262,96,603
88,262,96,410
89,264,95,297
89,264,95,202
89,264,95,144
89,263,95,0
88,261,95,0
89,260,94,0
89,259,94,0
88,260,94,0
89,261,94,0
89,265,94,0
89,266,93,0
89,265,93,0
89,265,93,0
88,264,94,0
89,265,94,0
89,266,94,0
89,264,95,0
88,263,94,0
88,260,94,0
88,257,94,0
88,260,93,0
89,264,95,0
89,264,95,0
89,261,94,0
88,263,94,0
88,262,94,752
89,261,94,1211
89,263,94,1597
89,262,95,1863
89,263,94,2025
90,264,96,2115
90,266,96,2222
91,270,97,2281
91,271,97,2333
92,267,96,2342
91,267,95,2369
90,268,95,2180
90,266,94,1481
89,262,93,1145
89,257,93,778
89,259,92,563
89,260,92,381
88,258,91,277
87,254,91,187
87,256,92,143
87,255,93,0
88,256,93,0
88,254,94,0
89,257,94,0
89,263,95,0
89,264,94,0
89,263,95,0
90,263,95,0
90,265,96,0
91,268,96,0
91,266,95,0
92,268,96,0
92,266,96,0
92,267,95,0
92,267,96,0
93,267,96,0
93,266,97,0
92,267,96,0
93,265,97,0
93,269,97,0
93,270,96,646
93,269,97,1139
93,267,97,1555
93,269,97,1805
93,268,97,2004
94,268,97,2136
94,269,96,2208
93,271,97,2276
93,269,97,2305
93,270,98,2340
95,277,99,2354
96,281,101,2358
98,282,102,1951
99,283,102,1323
101,283,102,961
101,283,102,651
101,287,101,472
101,289,101,321
101,286,100,233
99,284,99,168
96,279,98,122
95,273,97,0
94,272,95,0
93,268,96,0
93,267,95,0
93,269,95,0
92,267,95,0
92,266,95,0
91,267,95,0
91,264,95,0
91,264,94,0
90,267,95,0
91,270,95,0
90,267,94,0
90,265,94,0
90,263,94,0
89,263,94,0
89,263,93,0
88,261,92,0
88,259,91,0
87,257,91,0
87,256,90,0
86,254,90,682
86,253,89,1197
86,253,89,1509
86,257,90,1724
87,257,90,1878
88,262,92,2020
89,265,93,2105
91,267,94,2177
92,268,94,2230
92,265,94,2272
91,263,93,2295
90,261,94,2311
90,261,93,1669
89,256,93,1193
87,253,92,809
87,253,92,622
86,252,92,415
86,252,90,296
85,253,90,196
84,253,91,139
84,253,90,0
84,256,90,0
84,255,90,0
85,254,90,0
85,255,90,0
84,254,90,0
84,255,90,0
84,253,90,0
84,253,90,0
84,251,89,0
84,252,90,0
83,251,90,0
84,254,90,0
83,253,90,0
83,252,89,0
83,249,90,0
83,251,88,0
83,248,88,0
83,250,89,0
82,249,89,0
83,250,89,265
83,248,90,905
83,248,90,1309
83,247,89,1630
83,248,89,1800
83,246,88,1986
83,248,88,2090
84,248,89,2174
84,247,89,2240
84,246,89,2285
84,247,90,2321
84,250,91,2371
83,249,90,2396
83,249,91,1637
83,249,91,1185
82,248,91,866
82,249,90,591
81,246,89,429
81,247,89,311
81,246,88,210
81,244,88,152
81,244,88,102
81,245,88,0
81,248,88,0
81,246,89,0
82,250,89,0
82,249,90,0
83,250,91,0
83,251,92,0
83,251,91,0
83,253,90,0
83,253,90,0
83,254,91,0
84,254,91,0
84,256,91,0
84,255,91,0
84,257,91,0
85,258,92,0
84,258,92,0
84,259,92,0
84,260,92,0
84,258,91,205
84,259,91,808
85,260,91,1331
85,260,91,1618
85,257,91,1873
85,258,91,1979
85,258,91,2099
85,257,92,2162
85,256,93,2214
85,259,92,2230
85,259,92,2242
85,258,91,2251
85,259,91,2265
85,257,91,1746
86,256,92,1170
86,257,93,839
87,259,93,561
87,263,94,400
88,265,94,273
88,266,95,199
88,266,95,133
89,265,95,103
89,263,94,0
89,262,94,0
88,262,94,0
88,263,93,0
87,260,93,0
87,260,93,0
86,261,93,0
86,260,93,0
87,260,93,0
87,258,92,0
87,259,93,0
87,258,93,0
87,262,93,0
86,264,92,0
87,262,92,0
86,261,92,0
87,260,93,0
87,258,92,0
87,261,92,0
86,261,93,0
86,261,93,0
86,262,92,780
86,260,92,1236
86,260,93,1583
86,260,92,1848
86,258,92,1991
86,257,92,2116
86,257,92,2180
86,258,92,2232
86,259,93,2292
86,262,93,2311
86,260,92,2337
86,262,91,2352
85,259,90,1827
85,255,90,1324
84,254,90,964
84,253,90,699
85,251,90,473
85,250,90,343
84,251,90,234
85,251,91,170
85,255,91,116
86,256,92,0
86,259,91,0
86,258,92,0
86,259,92,0
87,260,92,0
87,260,92,0
88,257,92,0
87,257,91,0
87,256,91,0
86,254,89,0
85,252,90,0
84,251,89,0
84,249,89,0
84,252,89,0
84,252,89,0
84,253,89,0
84,252,89,0
84,253,89,0
84,254,89,0
84,251,89,133
84,254,89,643
83,252,88,1188
84,250,88,1504
83,244,89,1787
83,246,88,1946
82,248,88,2072
83,250,88,2144
83,249,89,2185
83,249,89,2212
83,249,89,2250
82,250,88,2268
82,249,89,2281
82,249,89,1889
82,250,89,1271
82,249,89,978
82,248,89,664
82,247,89,487
83,250,89,332
82,250,89,240
82,250,89,157
82,249,89,109
83,247,88,0
82,249,88,0
82,250,87,0
82,248,89,0
82,248,88,0
82,250,88,0
82,250,88,0
82,249,88,0
82,249,88,0
83,249,88,0
83,247,88,0
83,248,88,0
82,247,88,0
83,246,88,0
83,245,88,0
84,244,88,0
83,246,89,0
83,248,89,0
83,246,88,0
84,250,89,278
83,248,89,818
84,251,90,1312
84,253,90,1652
84,252,90,1805
84,253,90,1959
84,252,90,2085
84,251,91,2167
84,254,91,2211
85,252,91,2245
85,255,92,2274
85,255,92,2287
84,258,92,2298
84,258,92,1781
85,257,92,1289
86,259,92,935
86,258,92,635
86,258,92,460
86,258,92,334
86,257,91,245
85,255,91,166
85,259,90,121
85,256,90,0
86,254,90,0
86,254,89,0
86,255,89,0
86,253,89,0
86,256,90,0
86,259,90,0
86,259,91,0
85,257,90,0
85,259,90,0
85,259,91,0
85,256,91,0
85,254,91,0
85,254,90,0
84,252,89,0
85,254,90,0
84,252,90,0
85,249,90,0
85,249,90,0
84,255,90,0
85,256,91,617
85,253,91,1157
85,250,91,1412
84,246,89,1692
83,244,88,1849
81,241,89,1986
81,241,89,2083
82,243,89,2149
81,245,88,2183
81,246,89,2236
80,246,89,2270
80,247,89,2275
80,247,89,2292
81,247,88,2297
81,243,87,1667
80,241,88,1135
80,244,87,772
80,245,87,560
80,243,87,407
80,243,87,294
80,243,86,200
80,242,86,145
80,247,86,0
80,243,87,0
80,241,87,0
80,239,88,0
79,237,88,0
79,240,88,0
79,242,87,0
79,242,88,0
79,242,87,0
80,243,88,0
80,243,87,0
79,242,88,0
79,241,88,0
79,241,88,0
78,243,89,0
78,244,89,0
79,244,89,0
79,243,89,0
80,243,89,0
80,243,90,251
80,244,90,736
80,243,90,1277
80,240,89,1637
80,245,90,1846
80,244,90,1973
80,246,90,2114
81,247,90,2195
80,247,89,2247
80,251,89,2291
81,251,89,2299
80,252,89,2294
81,251,89,2309
80,253,89,2165
80,252,90,1569
80,249,90,1057
81,249,90,762
81,250,89,515
81,251,90,397
82,250,90,270
81,253,91,195
82,249,90,131
82,249,90,0
81,247,90,0
81,245,91,0
82,244,90,0
82,244,91,0
83,246,92,0
83,246,92,0
83,248,92,0
84,252,92,0
84,254,93,0
84,256,92,0
85,256,92,0
85,255,93,0
85,255,93,0
85,256,93,0
85,255,93,0
84,255,93,0
84,256,93,0
84,253,94,0
85,253,94,249
85,254,94,866
85,253,94,1236
84,249,94,1538
84,251,94,1726
84,252,94,1875
85,255,93,1964
85,255,94,2021
86,255,94,2057
87,257,95,2076
88,260,95,2075
89,265,95,2092
90,265,95,2093
90,264,96,1724
90,262,96,1250
89,259,94,851
88,258,93,658
87,255,94,447
86,255,94,324
86,256,93,219
86,255,92,157
85,254,91,113
86,259,93,0
87,258,94,0
88,262,95,0
90,267,96,0
92,271,98,0
93,274,99,0
94,278,100,0
95,280,101,0
96,282,101,0
97,282,102,0
98,280,102,0
98,279,102,0
99,286,103,0
99,285,103,0
100,285,103,0
100,286,103,0
100,287,103,0
100,289,103,0
100,289,103,0
99,289,103,500
100,285,103,983
100,284,104,1339
99,285,104,1583
99,289,104,1790
99,286,103,1913
99,287,104,2012
99,288,104,2056
99,289,104,2106
99,285,103,2126
100,284,103,2145
100,285,103,2162
100,286,102,2176
100,285,102,2173
99,284,102,1606
99,285,101,1090
100,285,101,790
100,284,102,534
100,283,102,385
100,287,103,261
99,284,103,203
98,284,102,138
98,283,102,100
98,282,102,0
98,283,102,0
98,283,102,0
99,283,102,0
99,286,102,0
100,285,102,0
100,286,102,0
99,286,103,0
100,285,103,0
100,285,102,0
100,286,102,0
101,288,102,0
101,286,101,0
102,288,101,0
101,288,101,0
101,289,102,0
101,287,102,0
101,285,102,0
101,287,102,0
101,284,101,717
100,285,102,1064
99,284,101,1445
98,284,101,1672
98,286,101,1849
98,287,101,1946
98,285,101,2031
97,282,100,2061
97,281,101,2101
97,283,101,2136
97,281,100,2155
97,282,100,2164
97,284,100,2177
98,285,101,2045
97,286,101,1490
98,288,100,1009
97,287,100,730
98,287,100,494
98,286,101,356
98,286,101,258
98,288,100,186
97,283,100,125
98,283,100,0
98,281,100,0
99,282,101,0
99,284,101,0
99,283,101,0
98,282,102,0
98,282,101,0
98,284,101,0
98,284,100,0
98,286,101,0
98,283,101,0
98,282,100,0
97,283,100,0
98,286,100,0
98,283,100,0
98,283,100,0
98,280,100,0
98,279,100,0
97,280,100,0
97,277,100,253
97,278,100,768
97,276,100,1235
97,279,99,1502
97,279,100,1730
96,278,100,1860
96,281,100,1946
96,280,100,2021
96,280,99,2098
97,280,100,2134
96,280,101,2173
97,278,101,2197
97,280,100,2209
97,283,100,2226
97,280,99,1971
97,280,100,1420
97,279,99,967
97,278,100,694
97,279,100,496
97,282,101,335
97,284,101,243
97,283,101,177
97,283,100,128
97,285,100,0
97,282,100,0
97,283,101,0
97,280,100,0
98,279,101,0
98,283,100,0
98,281,100,0
97,281,100,0
98,282,100,0
98,280,101,0
98,279,101,0
98,280,101,0
98,280,100,0
98,279,100,0
99,277,100,0
99,276,99,0
99,277,99,0
99,277,99,0
98,279,99,266
98,280,100,900
98,280,100,1269
98,279,99,1542
99,282,100,1787
98,281,100,1919
98,279,99,2053
98,279,99,2113
97,280,99,2172
97,280,100,2219
98,284,101,2256
98,286,100,2282
98,283,101,2286
99,284,101,1889
99,286,101,1372
99,285,101,939
99,284,100,677
99,281,99,459
99,283,100,332
98,286,100,241
98,282,100,173
98,281,100,117
97,280,99,0
98,282,99,0
97,282,99,0
96,283,98,0
95,282,99,0
95,280,99,0
95,281,99,0
96,280,99,0
96,279,99,0
96,278,98,0
97,276,99,0
97,278,99,0
97,280,100,0
97,280,99,0
97,281,100,0
97,280,100,0
96,281,99,0
96,281,100,0
97,279,99,0
97,281,99,680
97,280,99,1079
97,277,99,1417
97,279,99,1618
96,277,97,1786
96,278,98,1866
96,281,98,1953
97,278,99,2001
97,276,99,2043
97,279,100,2078
97,278,100,2106
97,282,100,2120
98,280,100,2146
98,276,99,1901
98,277,99,1288
98,277,100,934
97,275,98,630
94,270,97,458
94,270,97,334
93,272,96,241
93,269,97,164
92,270,97,119
92,268,96,0
91,267,95,0
91,267,96,0
91,264,96,0
91,266,96,0
91,266,95,0
92,266,96,0
92,267,96,0
92,272,96,0
93,272,96,0
93,272,96,0
93,271,96,0
94,272,96,0
93,266,96,0
91,269,95,0
89,266,94,0
88,266,93,0
87,265,92,0
87,258,93,263
87,257,93,892
86,259,93,1195
86,260,93,1508
87,262,94,1706
89,264,95,1858
90,269,95,1951
92,272,96,2025
93,274,97,2070
93,272,97,2104
92,268,96,2108
91,266,96,2126
91,262,95,2140
89,260,94,2159
88,260,93,1579
87,257,91,1064
86,254,91,768
86,254,91,594
85,253,90,406
84,254,89,295
84,251,90,201
83,251,90,145
83,250,89,0
83,249,90,0
83,247,90,0
83,249,91,0
84,249,91,0
83,247,91,0
83,248,90,0
83,250,90,0
83,251,90,0
83,253,90,0
83,252,90,0
83,251,90,0
82,251,90,0
82,249,90,0
82,250,91,0
82,249,90,0
82,251,90,0
82,247,89,0
81,244,89,0
82,247,89,0
82,251,89,0
82,252,88,419
82,248,90,960
82,252,91,1276
82,253,91,1542
83,248,91,1674
83,249,90,1813
83,251,91,1893
84,254,91,1969
84,255,90,2010
83,258,90,2037
82,260,90,2044
82,255,90,2081
82,250,89,2097
81,249,88,2106
81,247,88,2095
81,246,89,1421
81,247,88,1096
81,246,87,741
81,247,88,536
81,246,88,364
81,246,89,265
81,247,89,183
81,248,88,143
81,246,88,100
81,246,89,0
81,247,90,0
81,249,90,0
82,249,90,0
82,250,90,0
83,249,90,0
82,249,90,0
82,249,90,0
82,250,90,0
81,251,89,0
81,252,89,0
82,251,88,0
82,249,89,0
81,249,89,0
80,250,88,0
81,250,89,0
81,250,89,0
81,250,90,579
81,250,90,1031
81,249,90,1394
82,248,90,1569
81,247,89,1761
81,249,90,1876
81,250,89,1971
82,250,89,2024
82,248,89,2093
82,250,90,2113
82,251,90,2145
83,253,91,2166
83,253,91,2187
83,255,92,2196
84,252,92,1620
83,256,93,1094
84,258,92,796
84,260,93,544
84,260,93,392
84,258,92,263
84,258,92,190
83,256,91,138
83,257,92,100
83,256,91,0
82,254,91,0
83,254,91,0
83,257,91,0
83,256,90,0
83,258,91,0
83,255,91,0
83,255,91,0
82,254,91,0
82,252,91,0
81,253,91,0
82,253,91,0
82,252,91,0
82,252,92,0
82,251,91,0
82,251,91,0
82,253,90,0
82,253,91,0
82,252,90,625
82,251,90,1174
82,251,90,1431
82,248,90,1745
82,249,91,1870
82,250,91,2014
82,251,90,2094
82,250,89,2171
82,248,90,2219
81,245,90,2247
81,242,90,2287
81,246,90,2309
82,246,90,1565
81,248,90,1129
82,252,90,763
82,250,90,586
82,254,91,394
82,255,91,283
83,255,92,191
83,257,92,138
84,257,92,0
84,257,93,0
85,258,93,0
85,262,94,0
86,261,93,0
86,257,93,0
86,258,93,0
85,256,93,0
85,253,92,0
84,254,91,0
84,250,91,0
84,251,90,0
84,253,91,0
83,255,91,0
84,253,91,0
84,255,91,0
84,256,92,0
83,252,92,0
82,252,91,0
82,251,91,0
81,250,89,283
80,252,90,852
80,252,90,1340
80,250,89,1647
79,244,89,1843
80,247,89,1990
79,247,89,2065
79,248,89,2126
80,250,90,2178
80,250,90,2220
80,247,90,2252
80,248,90,2253
80,248,90,2262
80,249,90,1737
80,248,90,1257
80,249,89,906
80,249,89,617
81,250,89,448
81,249,90,305
81,251,90,232
81,252,90,156
82,249,91,113
81,247,90,0
82,246,90,0
81,248,90,0
81,249,91,0
82,247,91,0
81,247,91,0
81,248,90,0
81,248,91,0
81,245,91,0
81,248,90,0
82,254,90,0
82,257,90,0
83,254,90,0
82,251,90,0
82,249,91,0
82,248,91,0
82,252,91,0
83,252,92,0
83,253,92,0
83,253,92,0
83,252,91,517
83,251,92,1028
83,251,92,1443
83,252,92,1693
83,255,91,1909
83,254,91,2039
82,252,91,2156
82,252,91,2225
82,252,91,2285
83,257,90,2309
82,258,90,2327
82,256,91,2347
82,257,91,2205
82,258,90,1604
82,255,91,1085
82,255,91,734
82,253,91,536
82,252,91,394
82,252,92,288
82,251,91,208
82,252,91,140
82,252,91,0
83,249,91,0
83,250,91,0
82,249,92,0
82,248,92,0
82,250,92,0
83,251,91,0
83,250,90,0
83,248,90,0
82,250,90,0
82,249,90,0
82,249,89,0
83,251,90,0
83,254,90,0
83,254,89,0
82,255,90,0
82,252,89,0
82,254,88,0
81,250,89,0
82,248,90,0
82,249,89,409
83,251,89,943
83,249,90,1390
83,250,90,1599
83,248,90,1853
82,246,90,1992
82,249,90,2103
83,248,91,2179
83,248,91,2244
83,250,90,2283
82,250,89,2299
82,247,90,2314
82,247,90,2320
82,249,91,1694
82,249,90,1145
82,248,90,826
83,249,90,596
83,248,90,430
82,249,90,309
83,251,90,210
83,250,90,153
82,251,90,104
82,249,90,0
82,252,90,0
82,250,90,0
82,249,91,0
83,252,91,0
83,249,91,0
84,250,91,0
84,251,92,0
85,254,93,0
85,255,93,0
86,258,93,0
86,259,93,0
86,260,93,0
86,259,93,0
86,261,94,0
86,261,93,0
85,261,92,0
85,258,92,0
85,255,92,0
85,254,92,328
85,254,92,957
85,256,92,1268
85,257,91,1607
84,256,91,1808
85,257,91,1975
85,256,91,2095
85,258,91,2176
86,257,92,2239
86,254,92,2296
85,253,92,2319
85,252,92,2350
85,253,92,2387
85,253,91,1842
85,253,92,1249
85,255,91,846
85,255,90,653
85,255,90,473
85,258,91,321
86,257,91,218
86,256,91,157
86,256,91,106
87,258,92,0
86,258,91,0
87,256,92,0
86,256,92,0
86,255,92,0
85,255,91,0
85,257,91,0
85,256,92,0
86,255,92,0
86,256,92,0
86,254,93,0
86,254,93,0
86,258,92,0
86,260,92,0
86,256,92,0
86,253,92,0
86,252,92,0
86,252,92,0
86,254,92,0
86,257,93,125
86,258,93,623
87,257,93,1195
87,256,93,1527
86,256,92,1808
84,253,91,1978
83,247,90,2113
85,248,90,2184
85,252,90,2253
85,252,90,2277
86,254,91,2299
86,253,91,2309
87,256,91,2334
86,250,90,1912
84,247,90,1293
83,242,89,938
82,241,88,637
82,242,88,458
82,245,88,309
82,244,89,221
81,244,89,147
82,244,90,105
82,244,90,0
83,251,92,0
85,255,93,0
87,259,95,0
88,264,96,0
89,266,96,0
90,269,96,0
90,268,95,0
90,263,96,0
91,268,96,0
91,265,95,0
91,266,95,0
92,268,95,0
91,268,96,0
91,265,97,0
92,270,97,0
92,270,98,0
92,273,98,0
93,273,98,0
92,275,98,0
93,272,98,569
92,272,98,1126
92,274,99,1430
92,272,98,1703
92,269,98,1835
92,268,98,1952
92,272,98,2074
93,273,98,2142
92,274,98,2194
92,274,98,2227
92,273,98,2256
92,271,98,2279
92,269,99,2290
92,269,99,1727
92,271,98,1172
92,270,98,796
92,272,98,576
92,272,97,417
93,273,98,302
93,271,98,202
93,273,98,135
94,274,98,103
94,271,99,0
94,271,98,0
94,274,98,0
94,274,98,0
94,275,98,0
94,276,99,0
94,272,98,0
94,275,98,0
94,275,99,0
93,275,98,0
93,274,98,0
93,273,98,0
92,275,97,0
91,272,97,0
91,271,97,0
92,272,98,0
92,274,97,0
92,273,97,0
92,276,98,0
92,276,98,602
93,273,97,1053
93,277,97,1427
93,277,98,1658
93,275,98,1814
93,277,98,1950
92,273,98,2054
92,275,98,2109
92,275,98,2179
92,277,98,2203
92,278,98,2235
92,274,98,2265
92,273,97,2280
93,272,98,1758
93,270,99,1275
93,274,99,867
94,276,100,627
94,276,99,424
94,274,99,305
94,276,99,220
94,276,99,158
94,279,99,106
94,283,99,0
94,281,99,0
94,277,98,0
94,274,98,0
94,273,98,0
95,273,98,0
95,270,98,0
94,273,98,0
94,272,98,0
95,274,98,0
94,274,98,0
95,276,98,0
95,272,97,0
95,273,97,0
95,272,96,0
94,271,96,0
94,273,96,0
93,271,96,0
93,270,97,0
93,269,97,124
93,266,97,707
91,288,96,1200
90,313,96,1493
88,323,95,1738
90,313,96,1882
91,302,96,2012
91,292,96,2089
92,287,96,2149
91,282,95,2197
92,284,96,2211
92,282,96,2232
92,279,97,2242
92,276,97,1846
92,278,97,1242
92,274,96,890
92,272,97,641
92,269,97,463
92,270,96,311
93,272,96,224
93,274,97,152
93,273,97,108
93,273,98,0
93,271,97,0
93,272,97,0
93,270,97,0
93,267,96,0
93,268,97,0
93,267,96,0
92,266,97,0
93,265,96,0
93,268,95,0
94,268,96,0
94,269,96,0
94,269,96,0
94,270,96,0
94,270,97,0
95,273,97,0
94,274,97,0
94,272,97,0
94,271,96,0
94,269,96,438
94,268,96,1016
95,269,98,1352
95,269,97,1642
95,268,97,1802
95,270,96,1948
95,268,96,2013
94,270,96,2084
94,271,97,2141
93,270,97,2188
94,271,97,2218
93,269,97,2236
93,269,96,2252
92,266,96,1998
92,266,96,1444
92,263,96,981
92,264,96,709
92,264,96,480
92,263,96,346
92,266,96,233
91,270,96,166
91,269,96,119
91,266,96,0
91,265,96,0
90,264,96,0
90,261,96,0
89,260,96,0
90,260,96,0
90,262,96,0
90,268,96,0
90,265,95,0
90,265,96,0
91,264,96,0
91,264,95,0
91,264,95,0
92,264,96,0
92,265,94,0
92,269,95,0
92,268,95,0
92,268,95,0
92,270,95,0
92,267,95,0
92,270,95,515
91,270,94,998
92,269,95,1411
92,268,95,1604
92,268,95,1830
92,272,96,1954
92,270,96,2055
93,272,97,2122
93,272,97,2163
93,270,97,2196
93,269,96,2221
93,269,97,2256
94,269,96,2284
94,266,96,2158
94,268,96,1550
94,271,96,1052
92,268,95,754
91,265,95,505
90,261,94,364
89,258,93,246
88,258,93,190
88,258,94,129
87,258,93,0
87,256,93,0
87,254,93,0
87,256,93,0
87,255,91,0
86,255,92,0
86,255,92,0
86,253,92,0
86,253,92,0
86,256,93,0
86,257,92,0
87,258,92,0
86,254,91,0
85,252,91,0
85,252,90,0
84,250,90,0
84,247,90,0
83,245,89,0
83,245,90,0
83,244,90,258
83,250,90,802
84,250,91,1208
85,252,92,1528
85,255,92,1728
87,262,93,1923
88,262,93,2026
88,264,92,2139
87,262,92,2187
85,257,91,2243
86,253,91,2280
84,248,90,2312
83,247,89,2330
82,244,89,2073
82,243,89,1595
82,245,88,1071
81,247,88,770
81,246,87,519
80,245,87,353
80,244,88,271
80,242,87,183
81,246,87,133
81,244,88,0
81,242,88,0
81,242,88,0
80,241,89,0
81,242,89,0
80,241,89,0
80,240,88,0
79,240,88,0
79,241,89,0
79,242,88,0
80,242,89,0
80,244,89,0
80,243,89,0
79,244,89,0
80,244,88,0
80,243,88,0
80,243,88,0
80,242,88,0
80,242,88,0
80,245,88,650
79,243,88,1134
79,245,87,1486
80,243,88,1729
81,247,88,1916
81,246,88,2065
81,246,88,2140
81,246,88,2224
81,245,87,2276
81,245,88,2284
81,244,88,2313
80,245,88,2183
79,243,88,1483
78,241,88,1071
78,241,87,730
79,243,88,531
79,242,88,410
79,241,88,279
79,240,87,200
78,237,87,134
78,234,86,0
78,237,86,0
